,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
693,can do,2021-04-05 14:01:15+00:00,1379071640202588164,1379071640202588164,"Researchers have found common chemical sunscreen ingredients oxybenzone and octinoxate to be harmful to reefs, causing coral bleaching and damaging the young corals. With Stream2Sea, you can be sure that what you're using has been carefully formulated to be safe for our corals. https://t.co/ms90XRXQjX",ContentStudio.io,0,0,FALSE,10,Unknown
694,desirability,2021-04-05 12:38:27+00:00,1379050801709133826,1379050801709133826,Increases in reported incidence of ciguatera fish poisoning have been linked to warmer sea temperatures that are known to trigger coral bleaching events. https://t.co/PO6qorg7wY 6/6,Twitter for Android,0,1,TRUE,6,Unknown
695,desirability,2021-04-05 11:42:41+00:00,1379036766271848454,1379036766271848454,"@ThomasSci Not true. It's dwindling, and going extinct. Coral bleaching is a good indicator. Biodiversity within the ocean is decreasing. The observation of overfishing is another one. We will probably never know what the true biodiversity of the ocean was before it went away.",Twitter for Android,0,0,TRUE,11,United States
696,desirability,2021-04-05 09:25:25+00:00,1379002225544941571,1379002225544941571,"The Great Barrier Reef, stretching for 2,300 kms along the northeastern coast of Australia, has lost more than half its coral. Coral-bleaching in 2016, 2017 and 2020 has further damaged its health. 

https://t.co/pfGgq2HcQO",TweetDeck,1,0,FALSE,12,India
697,enabling context,2021-04-05 09:02:43+00:00,1378996512194183168,1378996512194183168,"@RichardLAshwell @janrosenow 2/3) The #Seaspiracy film on #netflix shows the terrible destruction of the oceans. Watch it.

However, it doesn't say much about the warming of the oceans. 

Is there any accessible work on the effects of ocean warming on sea life?",Twitter Web App,0,1,TRUE,11,Unknown
698,desirability,2021-04-05 07:07:15+00:00,1378967452155998212,1378967452155998212,@ladang_halia all three. though climate change poses a serious threat too through coral bleaching,Twitter for iPhone,0,0,TRUE,10,Unknown
699,desirability,2021-04-05 02:53:17+00:00,1378903539360149512,1378903539360149512,coral bleaching is the saddest story of a toxic relationship in all of history,Twitter for iPhone,0,3,FALSE,8,Unknown
700,enabling context,2021-04-04 23:33:20+00:00,1378853222417305605,1378853222417305605,"@SarasotaDems Excess nutrients coupled with acidification results in coral bleaching and death. When excess nutrients like nitrate and phosphate are added to ocean acidification from climate change, the thermal resilience of coral to warming waters is compromised.",Twitter Web App,3,6,TRUE,8,Unknown
701,desirability,2021-04-04 21:46:25+00:00,1378826313398648833,1378826313398648833,"@Megacherv Everything from migration flows, overpopulation, resource scarcities, deforestation, ocean current disruption, coral bleaching and our addiction to fossil fuels is going to get worse and I am not here for itttt",Twitter for iPad,0,1,TRUE,13,Unknown
702,enabling context,2021-04-04 17:40:21+00:00,1378764389688487941,1378764389688487941,"No Coral, No Blue: Why Coral... https://t.co/S2YIeOwGRw 
    Cover just 1% of the ocean floor while supporting an estimated 25% of all marine life; that accounts for more than 4,000 species of fish, which means they’re responsible for the highest marine biodiversity in the ocean",Twitter Web App,0,0,FALSE,15,Unknown
703,desirability,2021-04-04 15:00:03+00:00,1378724049770192898,1378724049770192898,"Study reveals ocean warming at three times global average on NSW south coast 
https://t.co/JHXumlI1h3
#environment https://t.co/lpwwTZkPnq",Buffer,0,0,FALSE,15,Australia
704,can do,2021-04-04 14:49:12+00:00,1378721319261462529,1378721319261462529,What's in your beach bag? Head to https://t.co/f3MELxXk9y to shop our team's favorite styles! 100% of your purchase will support coral restoration in the Florida Keys!,Sprout Social,0,2,FALSE,8,United States
705,desirability,2021-04-04 13:48:46+00:00,1378706108471201796,1378706108471201796,"But oceans have their limits and fossil fueled economy is breaching them.

https://t.co/HoCINjyslr https://t.co/aGHXUDyZz0",Twitter Web App,3,0,TRUE,10,Unknown
706,desirability,2021-04-04 13:00:22+00:00,1378693930150023170,1378693930150023170,"@mugger124 @luisbaram here is an excerpt for those who don’t like reading whole articles “The damage to the reef is a result of ocean warming, acidification and extreme weather, which has resulted in coral bleaching”",Twitter for iPhone,0,0,TRUE,12,Australia
707,buzz,2021-04-04 12:20:00+00:00,1378683770438569988,1378683770438569988,"Kokomo Dive Centre adopted Walker Restoration Reef as part of our #AdoptaDiveSite program and have planted 1,200 corals. 
Make informed decisions when you travel and support #oceanconservation projects 
via @forbes https://t.co/FXHkxELYCJ 
#Coralrestoration #protectwhatyoulove",TweetDeck,2,6,FALSE,12,Australia
708,enabling context,2021-04-04 05:31:25+00:00,1378580946962821121,1378580946962821121,"The coral reefs of the Gulf of Aqaba/Eilat are the northern-most reefs in the world. They are unique in that they are not affected by coral bleaching, and may be critical for the survival of corals in times of global warming. https://t.co/FngI1OKhte",Twitter Web App,0,0,TRUE,7,Israel
709,desirability,2021-04-04 01:31:23+00:00,1378520543574417408,1378520543574417408,"Narooma on NSW south coast revealed as a hot spot for global ocean warming - ABC News
#climatechange is real. https://t.co/bte5K83ayP",Twitter for Android,2,0,FALSE,10,Unknown
710,can do,2021-04-04 01:21:39+00:00,1378518094423990275,1378518094423990275,"HEY wanna save the ocean? STOP EATING FISH.
the commercial fishing industry is a HUGE contribution to not only ocean pollution, but also ocean warming, decimation of fish species, whaling, shark and dolphin hunting, and MANY other issues.
DON'T support the fish industry.",Twitter Web App,0,1,FALSE,15,United States
711,desirability,2021-04-03 23:29:05+00:00,1378489762563174401,1378489762563174401,"Imminent Global Ocean Tipping Points: Ocean Warming, Acidification, and Deoxygenation
https://t.co/iQUkCJ6zB4

#ClimateAction #ClimateCrisis #climate #ClimateChange #oceans #ocean #USA #environment #UK #Canada @heuristical @PCarterClimate @traveller36 @elonmusk @traveller36 https://t.co/7gJPPJND4X",Twitter for iPhone,10,25,FALSE,13,Canada
712,buzz,2021-04-03 22:35:18+00:00,1378476229544697856,1378476229544697856,Thanks to David Vaughan and Chris Page for making this possible. https://t.co/q4qaW3Lca4,Twitter Web App,0,0,TRUE,10,Unknown
713,buzz,2021-04-03 22:34:21+00:00,1378475990708416514,1378475990708416514,Very honored to write a chapter in this new book: Active Coral Restoration: Techniques for a Changing Planet. https://t.co/oIRQVhyIm5,Twitter Web App,11,85,FALSE,10,Unknown
714,desirability,2021-04-03 21:20:54+00:00,1378457504263204864,1378457504263204864,"@fagandr1 @FriendsOScience Coral bleaching is PROOF of man made global warming.
(so they say)

???",Twitter Web App,0,2,TRUE,12,Unknown
715,buzz,2021-04-03 15:01:28+00:00,1378362018957250562,1378362018957250562,"Coral reefs face many challenges. Wet Tribe divers conduct critical coral reef research of hard corals through a collaborative approach with coral ecologists, marine scientists, citizen scientists, and coral restoration partners. #WetTribe #TidetotheOcean #CoralRestoration https://t.co/7IxEdITKlg",Twitter Web App,3,11,FALSE,8,Unknown
716,desirability,2021-04-03 09:21:35+00:00,1378276483362340869,1378276483362340869,@DanielBleakley i started grieving for the reef back when the first coral bleaching events made it into the scientific press and projections for global warming were published. i knew it was doomed. like watching someone die of cancer.,Twitter Web App,1,1,TRUE,15,Unknown
717,enabling context,2021-04-03 08:06:03+00:00,1378257476810727429,1378257476810727429,"Coral reef health is imperative for the health of oceans and society.

#coral #coralbleaching #climatechange #sanddollarwallet

https://t.co/EsIPRakizo",Twitter Web App,3,1,FALSE,10,United States
718,enabling context,2021-04-03 06:50:23+00:00,1378238434880286728,1378238434880286728,"we cannot afford a massive outbreak of coral bleaching!

everyone must do their own little bit to save the reefs and help them survive, revive and grow!

corals are living things! https://t.co/5xnoUPOxts",Twitter Web App,0,1,FALSE,15,Unknown
719,desirability,2021-04-03 02:49:38+00:00,1378177845365669888,1378177845365669888,"@NReelnaim @PrinPeta @MrKRudd Are you suggesting the reef isn't dying? The coral bleaching &amp; large amounts decaying isn't evidence enough. Plus CrownofThorn Starfish. So when it's finally ruined by coal mines pollutants pumped into it, what's your plan?",Twitter Web App,0,1,TRUE,11,Unknown
720,desirability,2021-04-02 23:51:16+00:00,1378132957995536385,1378132957995536385,"Global rising water temperatures and coral bleaching:

Before and after photos show an episode of bleaching and coral mortality in American Samoa, a territory in the Pacific Ocean, back in 2015.
https://t.co/b6wSnKyCxZ",Twitter Web App,7,12,FALSE,11,Australia
721,desirability,2021-04-02 21:59:55+00:00,1378104934629961732,1378104934629961732,"""The third and final event, triggered by an ocean warming of approximately 1.2∘C from the steady-state model configuration, leads to a retreat of the entire glacier that could initiate a collapse of the West Antarctic Ice Sheet."" 

lol, sad. https://t.co/5ZIr1a87xX",Twitter Web App,0,0,FALSE,14,Unknown
722,buzz,2021-04-02 21:28:17+00:00,1378096976303034370,1378096976303034370,"Check out this new book, Active Coral Restoration, with Chapter 12 co-authored by our own @GrouperDoc, Dr. Sarah Frias-Torres!👏

Link below: https://t.co/RAFvfM3H76",Twitter Web App,1,4,FALSE,15,Unknown
723,buzz,2021-04-02 21:06:12+00:00,1378091419961712640,1378091419961712640,"Exciting to share this: New book Active Coral Restoration. I co-authored ""Chapter 12: Indian Ocean: Seychelles. Sarah Frias-Torres, Claude Reveret, Phanor Montoya-Maya, and Nirmal J. Shah"" https://t.co/RHCI56Bqtf",Twitter for Android,1,12,FALSE,10,United States
724,desirability,2021-04-02 20:44:56+00:00,1378086068113735681,1378086068113735681,"@JasonTh46858503 @PopsieWagga1 @adamajacoby The climate has always changed.
There are fossilised coral reefs in Scotland ffs!
Once again you jump to the conclusion that coral bleaching is caused by our enjoyment of the many benefits of fossil fuels.

https://t.co/HZbJGVTEi3",Twitter Web App,0,0,TRUE,12,Unknown
725,enabling context,2021-04-02 20:19:33+00:00,1378079677194104835,1378079677194104835,"@tveitdal A whole marine community is affected by coral bleaching,it's just getting amazingly shocking how global warming is causing negative effects on marine life and oceanic economy.something needs to give to fix global warming.its time.",Twitter for Android,0,0,TRUE,10,Unknown
726,enabling context,2021-04-02 20:07:36+00:00,1378076669508993024,1378076669508993024,Coral bleaching. Incredibly sad to see. We all need to do more to reduce global warming. Fossil fuels are tough to reduce but food is a major factor we can all do something about. I want to reduce the amount of beef &amp; dairy I consume &amp; the distance food travels to my plate! https://t.co/7EDZNDZ42U,Twitter for iPhone,0,3,FALSE,12,United Kingdom
727,enabling context,2021-04-02 18:42:36+00:00,1378055282044104707,1378055282044104707,"Zika, Jan D. (@JanDZika), Jonathan M. Gregory, Elaine L. McDonagh, Alice Marzocchi, and Louis Clément. ""Recent Water Mass Changes Reveal Mechanisms of Ocean Warming"", #JClimate 34, 9 (2021): 3461-3479, https://t.co/0kz7Qt4yUp https://t.co/L5DtVmGMZT",Twitter Web App,0,0,FALSE,7,Unknown
728,desirability,2021-04-02 18:17:00+00:00,1378048836669673472,1378048836669673472,"As the earth's oceans continue to absorb more carbon dioxide, creating higher levels of acidity, #shellfish &amp; coral are struggling to develop. Coral bleaching is becoming more prevalent in prominent reefs &amp; mussels shells are growing 30% thinner: https://t.co/3Rt1BfAykV",Twitter Web App,1,4,FALSE,15,United States
729,buzz,2021-04-02 17:00:30+00:00,1378029583992287235,1378029583992287235,#Changinglandscapes exhibit is still up at @ArtServeInc in #FTLauderdale . My paintings all have AR components that draw attention to coral bleaching by showing contrasts between living and bleached coral. #conservation #AugmentedReality #coral #ocean #art https://t.co/VKSfe0cxBu,Twitter for iPhone,0,0,FALSE,15,United States
730,enabling context,2021-04-02 16:38:58+00:00,1378024165618417671,1378024165618417671,"In our monthly feature,Then and Now, we reveal some of the ways that planet Earth has been changing against the backdrop of a warming world. Here, we look at coral bleaching, and how warming waters are threatening the survival of a true wonder of the seas
https://t.co/7A6gXYClgf",Twitter for Android,0,0,FALSE,10,Unknown
731,enabling context,2021-04-02 15:50:07+00:00,1378011874265010181,1378011874265010181,"With rising global temperatures comes an increase in mass coral bleaching events and ocean acidification, making #corals especially vulnerable when disaster strikes. Learn about how NOAA supports post-storm coral #restoration on our blog: https://t.co/YGlpU5p0lS
#climatecrisis https://t.co/hib9zqX2Ob",Hootsuite Inc.,0,2,FALSE,15,Unknown
732,can do,2021-04-02 15:32:21+00:00,1378007401685778439,1378007401685778439,"EARTH DAY PROMO 🌏 

For every shirt and hat sold in my Etsy shop I will donate $1 to coral restoration foundation 

This promo goes from now until earth day (April 22nd) 

SHARES AND SAVES ARE MUCH APPRECIATED! 

 #earthday  #savetheplanet #etsy #cleantheocean #art #etsyshop https://t.co/C96WyHq6nS",Twitter for iPhone,0,2,FALSE,7,Unknown
733,enabling context,2021-04-02 15:28:47+00:00,1378006504259915777,1378006504259915777,"Results are in on climate crisis, its human-caused, just as predicted. @NASA has calculated the driving forces of #climatechange through direct satellite observations - the link between rising #CO2 levels, global and ocean warming, extreme weather, and sea rise. #FridaysforFuture https://t.co/dv1tGvZiNU",Twitter Web App,12,11,FALSE,8,Unknown
734,desirability,2021-04-02 15:01:13+00:00,1377999565597646850,1377999565597646850,"Ocean warming doubles in recent decades.
Did I mention that Hell is expanding?
https://t.co/g241ouruM5
#thursdayvibes #HolyWeek https://t.co/WMkcAtvw0n",The Social Jukebox,0,1,FALSE,12,United States
735,desirability,2021-04-02 14:31:44+00:00,1377992146502959104,1377992146502959104,"Then and now: Rising temperatures threaten corals

We reveal some of the ways planet Earth has been changing against backdrop of a warming world. We look at coral bleaching, and how warming waters are threatening the survival of a true wonder of the seas. https://t.co/BbQSYflF7O",Twitter for iPad,38,56,FALSE,8,Norway
736,buzz,2021-04-02 13:41:25+00:00,1377979485044244486,1377979485044244486,"@TedWillard2061 I learned this from trying coral bleaching as a phenomenon with 4th graders. The science was too advanced, for sure!",Twitter for iPhone,0,6,TRUE,13,United States
737,desirability,2021-04-02 13:30:57+00:00,1377976850765463553,1377976850765463553,Coral bleaching poses a huge threat to a third of all life under the sea. Yet another catastrophic effect of climate change.  @saveourseas @OurOcean @therightblue @oceana   https://t.co/3qxRdjWS5o,Twitter for iPhone,1,1,FALSE,12,United Kingdom
738,desirability,2021-04-02 13:12:22+00:00,1377972174955417610,1377972174955417610,@RemoteLongitude This is 1.2C for Southern Ocean warming? How much has it warmed to this point?,Twitter Web App,0,1,TRUE,13,Unknown
739,desirability,2021-04-02 12:45:38+00:00,1377965448575205376,1377965448575205376,"Coral bleaching is one of the saddest things happening to our ocean habitats. Spurned on by an increase in water temperature and ocean acidification, coral across the planet are dying off en masse https://t.co/NtIOjNWI3k",Twitter for Android,0,0,FALSE,13,United States
740,enabling context,2021-04-02 10:57:42+00:00,1377938285230690309,1377938285230690309,Is it the beginning of the end of the hot season? Find out from the latest WIO Coral bleaching alert @SMARTseas  @ICRI_Coral_Reef  https://t.co/7RWVvYAqaf via @yumpu_com,Twitter Web App,4,5,FALSE,8,Kenya
741,desirability,2021-04-02 08:53:10+00:00,1377906944527245312,1377906944527245312,"Rising sea temperatures are one of the main drivers of coral bleaching.

Interesting, yet frightening to see how these living beings are getting weaker by the day. https://t.co/7LcEKSORfv by @BBCWorld 

#nature #environment",TweetDeck,0,0,FALSE,11,Spain
742,desirability,2021-04-02 08:50:32+00:00,1377906281797709827,1377906281797709827,coral bleaching is real. coral reefs dying because of unprecedented rise in global temperature. https://t.co/RXH31ziQgD,Twitter for iPhone,0,0,FALSE,13,Unknown
743,desirability,2021-04-02 06:24:50+00:00,1377869615792070658,1377869615792070658,"Coral bleaching, and how warming waters are threatening the survival of a true wonder of the seas; coral reefs take up less than 1% of the area covered by ocean, but they are estimated to be home to more than a third of life under the waves. https://t.co/n4Ejz5q2Qb #ClimateCrisis",Twitter for Android,0,0,FALSE,11,United Kingdom
744,buzz,2021-04-02 04:04:27+00:00,1377834287702159361,1377834287702159361,"@stem_feed This should help with coral bleaching, thank god",Twitter for iPhone,0,2,TRUE,12,United States
745,desirability,2021-04-02 04:01:01+00:00,1377833420580077568,1377833420580077568,@DanielBleakley I feel like I remember hearing about coral bleaching in the GBR back in high school (early 80s). Our generations and governments have done nothing for decades.,Twitter for Android,0,1,TRUE,7,Australia
746,desirability,2021-04-02 00:20:38+00:00,1377777959642140672,1377777959642140672,93% of the Great Barrier Reef has been destroyed by coral bleaching,Twitter Web App,207,1101,FALSE,9,Unknown
747,desirability,2021-04-01 23:25:10+00:00,1377764001308938243,1377764001308938243,"This hurts my soul. There’s something magical about the Great Barrier Reef. There are people who  most need reefs for their livelihoods, particularly for fishing and tourism as well as for shoreline protection. It will be devastating if they die off. Too much coral bleaching now https://t.co/vCnNtCr0h2",Twitter for iPhone,0,0,FALSE,11,Unknown
748,desirability,2021-04-01 20:42:27+00:00,1377723053115772928,1377723053115772928,"when will nori’s marine biologist sj try to find a way to deal with coral bleaching that happens during every el nino, becoming worse now bc of climate change, and the fact that co2 levels are so high coral reefs may not exist by the time we hit 2100s",Twitter for iPhone,0,1,FALSE,15,Unknown
749,desirability,2021-04-01 17:09:03+00:00,1377669349167665156,1377669349167665156,"Triple assault ocean warming, acidification, deoxygenation, importance phytoplankton, destructive commercial fishing trawlers/sea rubbish, slowing down of the Jet Stream, changes in ocean temperatures, feedback loops, fast approaching tipping points.

https://t.co/7Y6lnUvpav",Twitter Web App,4,5,TRUE,14,Canada
750,invitation,2021-04-01 11:40:05+00:00,1377586561924087810,1377586561924087810,"Today's the Day! Come by and help support the Coral Restoration Foundation by purchasing a Coral for $1 or $5! Do your part to help our beautiful waters, sea life, and economy 😎👍
.
.
#mytomthumb #thumbsup #southflorida #savethereef #floridaoceans #saltlife #scuba #reef https://t.co/flp17qJcq3",Hootsuite Inc.,1,0,FALSE,10,United States
751,desirability,2021-04-01 10:58:47+00:00,1377576168166195201,1377576168166195201,"An intense marine heatwave occurred in 2016.

This led to the loss of approximately 50% of the coral colonies.

It was part of much broader mass coral bleaching event that also affected the Great Barrier Reef.
https://t.co/mjr2H8Dg21
@ProfTerryHughes 

(4/n) https://t.co/FsoSs1N1iv",Twitter Web App,0,0,TRUE,9,United Kingdom
752,desirability,2021-04-01 10:52:47+00:00,1377574658698977283,1377574658698977283,"@Gareth_PanChem Wet rainforests in Tasmania that weren't prone to bushfire have burned. Trees above snow line in the Australian Alps are dying because of beetle attacks - might be due to climate change, coral bleaching of the reef.",Twitter for iPhone,0,0,TRUE,15,Unknown
753,desirability,2021-04-01 10:44:47+00:00,1377572647362555907,1377572647362555907,"@OffBrandKrinkov @MAJTOURE Anthropogenic climate change?
Runoff dead zones in bays?
Glacial retreat?  Frackingquakes? Oil Spills? Virus propagation?  Shorter life span and health outcomes? Acidification of the ocean?  Coral Bleaching? Honey bee/pollinator decimation?
Stop me when I get to the mastery part.",Twitter Web App,0,0,TRUE,13,Greenland
754,desirability,2021-04-01 10:42:15+00:00,1377572010104999937,1377572010104999937,@Gareth_PanChem I also hope that other countries will be more enlightened and care more about climate change. But will it be too late for temperature increases? The Great Barrier Reef has suffered coral bleaching. Will it happen more 5 years from now?,Twitter for iPhone,0,0,TRUE,15,Unknown
755,desirability,2021-04-01 09:15:13+00:00,1377550107361472512,1377550107361472512,"massive coral bleaching from high ocean temp, caused by the Sun, hmm, solution? turn off the Sun? or fight climate change? 

""insignificant"" damage from sunscreen causes coral reef damage too, solution? fikirlah sendiri.",Twitter Web App,3,6,FALSE,12,Unknown
756,desirability,2021-04-01 08:53:09+00:00,1377544553817796611,1377544553817796611,@MehreenFaruqi Captain cook noted in his travels vast areas of the reef with coral bleaching.,Twitter for Android,0,3,TRUE,13,Unknown
757,enabling context,2021-04-01 08:39:27+00:00,1377541105743327235,1377541105743327235,"@santeira Actually, massive coral bleaching is one of the major coral killer, caused by high ocean temperature. Which...is from the sun 😬 sunscreen does too but insignificantly.",Twitter for iPhone,0,6,TRUE,11,Unknown
758,buzz,2021-04-01 07:33:19+00:00,1377524459842592768,1377524459842592768,"@thefishbotherer @buzzgoatley I wrote a short article on the evidence, or lack of it, for any link between sunscreens and coral bleaching. https://t.co/i0Mfh2XZVf",Twitter for iPad,8,17,TRUE,15,Australia
759,desirability,2021-04-01 06:25:29+00:00,1377507391676186626,1377507391676186626,"I am double-checking my data collection, which entails re-reading all articles about coral bleaching. I swear if I have to re-read one more article that goes on for an entire page or two about how someone cried at the sight on the Great Barrier Reef, I'm going to throw things.",Twitter Web App,0,5,FALSE,9,Australia
760,desirability,2021-04-01 05:16:54+00:00,1377490133222518788,1377490133222518788,"This denial hasn’t aged very well. 

Sea surface temperatures in February 2020 were the hottest for any month on record, triggering the 5th mass coral bleaching event since 1998. https://t.co/1misNa5xLH
https://t.co/PvhOTMins8
https://t.co/j0jdpoFofv",Twitter Web App,3,5,FALSE,15,Australia
761,desirability,2021-04-01 05:14:02+00:00,1377489410963382272,1377489410963382272,"St Martine island located in the northeastern part of the Bay of Bengal, is experiencing severe coral bleaching due to Marine Heatwave and ocean pollution and other factors  #ClimateAction https://t.co/6us33MBFDo",Twitter for iPhone,5,6,FALSE,15,Bangladesh
762,buzz,2021-04-01 01:26:14+00:00,1377432082591326209,1377432082591326209,"Coral bleaching results - Munda, Solomon Islands. SWoM team leader Georgina surveyed 3 sites near Munda last week. Moderate bleaching, with pale and recently dead corals at each site, however much of the assemblage looks OK. SST's on the way down now.
https://t.co/rKjULaJTvY https://t.co/wQ6ErlCnLQ",Twitter Web App,1,7,FALSE,13,Unknown
763,desirability,2021-04-01 01:06:26+00:00,1377427097665163273,1377427097665163273,Most of the world’s corals are expected to experience coral bleaching by 2050. https://t.co/oRL57TYwK9 #seasquatchscience #seasquatchoutdoors https://t.co/9ZiYce9AFt,Twitter for iPhone,2,3,FALSE,12,Unknown
764,enabling context,2021-04-01 00:46:46+00:00,1377422149023981568,1377422149023981568,"International dive companies should be informing their customers of the impacts of anthropogenic climate change on marine ecosystems, empowering them to be advocates for climate action. 

This article on the #GreatBarrierReef doesn’t even MENTION coral bleaching. #headinthesand https://t.co/qgcBhbtU5p",Twitter for iPad,84,190,FALSE,15,Australia
765,buzz,2021-03-31 23:17:08+00:00,1377399592937943041,1377399592937943041,Heading to sea to explore the coral reefs of Kadavu in Fiji. Last time I was there was on Naia Cruises with @wwfpacific surveying the reefs post coral bleaching. Cannot wait to see how the reefs are doing. Happy Easter. @TheWCS @wcsfiji https://t.co/mnRRhI6gSH,Twitter for iPhone,4,75,FALSE,10,Fiji
766,desirability,2021-03-31 22:50:16+00:00,1377392830188986369,1377392830188986369,Convergence of stakeholders’ environmental threat perceptions following mass coral bleaching of the Great Barrier Reef https://t.co/i59pEUflZw #uncategorized #feedly,Twitter Web App,0,1,FALSE,15,United States
767,enabling context,2021-03-31 21:00:30+00:00,1377365209728217089,1377365209728217089,"Local weather patterns play a big part in bleaching events. Sunlight interacts with temperature to cause bleaching and hot, calm, cloudless days are now dangerous for coral reefs. 
#coralbleaching #LIRRF @austmus #coralreef #weatherpatterns https://t.co/eWOTlTMFaj",PromoRepublic,4,6,FALSE,5,Australia
768,enabling context,2021-03-31 20:39:14+00:00,1377359855321640960,1377359855321640960,2021 update on coral bleaching at Lizard Island https://t.co/eWOTlTMFaj,Twitter Web App,3,7,FALSE,5,Australia
769,buzz,2021-03-31 19:40:04+00:00,1377344966578434048,1377344966578434048,If anyone should feel the need to hear me bang on about kelp forests and ocean warming the seminar I gave today is now on youtube. Thanks to @mastscot for hosting the webinar https://t.co/3s7XMIq1uX,Twitter Web App,14,60,FALSE,9,United Kingdom
770,buzz,2021-03-31 19:34:36+00:00,1377343592046284801,1377343592046284801,"🤩Starting tomorrow, we will be selling Coral at each Tom Thumb Food Store to support our friends at the Coral Restoration Foundation from 4/1 – 4/30/21.  Stop by and help #RaiseTheReef 🐟🐠😁
.
.
.
#mytomthumb #thumbsup #southflorida #savethereef #floridaoceans #saltlife #scuba https://t.co/9HTpfLK3HG",Hootsuite Inc.,1,1,FALSE,10,United States
771,desirability,2021-03-31 17:01:37+00:00,1377305092697755656,1377305092697755656,"An example of warm water is a hot soup, but main life is in threat more before to arrive there https://t.co/kwclTMtCPM #ClimateEmergency 
Great Barrier Reef on brink of third major coral bleaching in five years, scientists warn https://t.co/x3noQzzSJP",Twitter for iPhone,0,0,FALSE,12,Unknown
772,buzz,2021-03-31 16:50:00+00:00,1377302166625476612,1377302166625476612,"Throughout the life of their project, @greg_asner &amp; his research team will work with The #Hawaii Division of Aquatic Resources to integrate project outputs, including spatial datasets, professionally designed maps &amp; brochures, &amp; peer-reviewed publications. https://t.co/eW4RPvvg1A https://t.co/V7RKPEXSTm",TweetDeck,4,6,FALSE,12,United States
773,enabling context,2021-03-31 15:37:32+00:00,1377283932949995533,1377283932949995533,The #SCTLD outbreak coincided with prolonged thermal stress that concluded in widespread coral bleaching in autumn 2019.  Our findings show that neither disease prevalence nor the rate of tissue loss in infected colonies increased as water temperatures warmed. https://t.co/NzIXuHOKj7,Twitter Web App,0,0,TRUE,13,Mexico
774,can do,2021-03-31 13:16:02+00:00,1377248323422273536,1377248323422273536,As summer approaches wear suncream BUT check what kind you are getting. Most sunscreens with carbon-based chemicals cause coral bleaching which kills the corral ecosystems. https://t.co/B6wxYK00wa,Twitter Web App,0,0,FALSE,12,United Kingdom
775,desirability,2021-03-31 10:30:30+00:00,1377206663422353408,1377206663422353408,"Politicians don’t want to talk about global warming bc their precious fish industries put millions into the economy. Which is the main cause of ocean warming, destroy ecosystems on the ocean floor, destroying coral reefs because there’s no waste from fish for coral to take in. https://t.co/nmsInweES9",Twitter for iPhone,0,0,FALSE,14,Unknown
776,enabling context,2021-03-31 09:10:13+00:00,1377186461263355909,1377186461263355909,Do you know the most geographically widespread coral bleaching event? From what I have read it was the 1998 event… — The Great Barrier Reef one was the 1998 event.  https://t.co/K7boStrR2H,Twitter for Android,0,1,FALSE,14,Unknown
777,enabling context,2021-03-31 07:14:28+00:00,1377157330811244546,1377157330811244546,"WMO Bulletin article by #IPCC WGII Co-Chair 
@poertner_hans
The ocean has absorbed 20% to 30% of human-induced CO2 emissions over past 40 years. 
Ocean warming, oxygen loss and acidification … are already affecting marine life 
https://t.co/nu63j9aZwT https://t.co/sztUfW0iir",IFTTT,0,0,FALSE,14,United Kingdom
778,enabling context,2021-03-31 02:38:43+00:00,1377087935355498496,1377087935355498496,"Watching Chasing Corals on Netflix. So crazy what is going on with #oceans. Dead zones, coral bleaching, species extinctions, fishing nets pollution, seafloor deforestation. All issues caused by animal farming. The previsions for 2048 are horrific if we don’t stop eating animals.",Twitter for iPhone,0,1,FALSE,10,Unknown
779,enabling context,2021-03-31 02:37:08+00:00,1377087538721083392,1377087538721083392,"Scientists found that yellow-green coral had a higher amount of two genes that are involved in making green fluorescent proteins. These two genes are more active in the summer, and this is significant because coral bleaching tends to increase during the summer.",Twitter Web App,0,0,TRUE,10,Unknown
780,enabling context,2021-03-31 02:37:08+00:00,1377087537504747522,1377087537504747522,"This article reports that some types of coral are more resistant to coral bleaching than others. #RutgersSciCom
https://t.co/kYOUrzDYwx",Twitter Web App,0,1,FALSE,10,Unknown
781,desirability,2021-03-30 23:20:18+00:00,1377038003650973698,1377038003650973698,@sezinsell @PADI we were in Phuket Thailand maybe 8 years ago - you could see the impact of coral bleaching 😢😢😢,Twitter Web App,0,0,TRUE,10,Unknown
782,buzz,2021-03-30 23:12:49+00:00,1377036120819597314,1377036120819597314,"More exciting Pratchett Lab research at the International CoTS Control Forum in Cairns! @bethan_blue presented her recent work on the physiological responses of CoTS to ocean warming, and implications for management. https://t.co/80XhtOhK6V",Twitter for iPhone,4,17,FALSE,12,Australia
783,invitation,2021-03-30 22:00:26+00:00,1377017903128657923,1377017903128657923,Tonight! All about coral restoration in Florida 👀 https://t.co/tlXtrkB9MA,Twitter for iPhone,0,10,FALSE,12,United States
784,buzz,2021-04-12 03:12:44+00:00,1381445148911923201,1381445148911923201,find someone who pin coral restoration foundation on their search tab,Twitter Web App,0,0,FALSE,12,United Kingdom
785,enabling context,2021-04-12 01:58:34+00:00,1381426485366382594,1381426485366382594,"@photogramel @YaThinkN The good news is that latest consensus science (the only science relevant to us lay people) has land surface temps stabilising rapidly, then falling a little, after emissions fall to zero. The bad news is without tech we don’t have, ocean warming continues for centuries.",Twitter for iPhone,0,0,TRUE,13,Australia
